ad_id,brand_category,competitor_page,ad_creation_time,ad_creative_body,spend_lower_inr,spend_upper_inr,impressions_lower,impressions_upper,publisher_platform,region_distribution,target_age_group,cta_type,is_active
AD_100973,Little Joys,Supples,2025-11-07,Flat 40% off on your first purchase.,15622,33445,33360,132927,Messenger,India - North,35-44,Sign Up,False
AD_100974,Man Matters,The Man Company,2025-11-24,Limited time offer! Get healthier skin today.,18709,47891,31012,54925,Facebook,India - South,18-24,Order Now,True
AD_100975,Bebodywise,Nua Woman,2025-10-04,Give your baby the best nutrition.,9880,34836,49008,132411,Messenger,India - West,25-34,Order Now,False
AD_100976,Little Joys,Slurrp Farm,2025-11-29,Limited time offer! Get healthier skin today.,18135,42750,7433,56537,Audience Network,India - South,25-34,Order Now,False
AD_100977,Man Matters,The Man Company,2025-11-10,Boost immunity with natural ingredients.,10269,13711,46553,182378,Facebook,India - South,25-34,Learn More,True
AD_100978,Man Matters,Beardo,2025-09-16,Transform your hair naturally.,7115,34314,70780,209590,Audience Network,India - North,35-44,Learn More,False
AD_100979,Man Matters,The Man Company,2026-01-27,Limited time offer! Get healthier skin today.,7681,23948,21777,163554,Audience Network,India - West,25-34,Learn More,True
AD_100980,Man Matters,Traya,2025-09-29,Clinically proven results in 30 days.,3702,8309,92753,184896,Instagram,India - West,25-34,Shop Now,False
AD_100981,Man Matters,Beardo,2026-02-05,Clinically proven results in 30 days.,13271,15741,16561,114128,Audience Network,India - East,18-24,Learn More,True
AD_100982,Man Matters,Beardo,2025-10-09,Give your baby the best nutrition.,3053,20931,35604,96623,Instagram,India - South,18-24,Shop Now,True
AD_100983,Little Joys,Brainiac,2026-01-09,Doctor recommended wellness formula.,7403,13035,42107,155486,Facebook,India - East,18-24,Learn More,True
AD_100984,Bebodywise,Setu Nutrition,2025-12-26,Limited time offer! Get healthier skin today.,3205,21351,30133,138574,Messenger,India - North,25-34,Order Now,True
AD_100985,Man Matters,Traya,2025-10-23,Doctor recommended wellness formula.,8527,26033,93809,134375,Audience Network,India - West,45-54,Sign Up,True
AD_100986,Bebodywise,Setu Nutrition,2025-11-29,Special festive discount live now.,14700,31683,65686,220621,Audience Network,India - East,18-24,Order Now,False
AD_100987,Man Matters,Beardo,2026-01-20,Give your baby the best nutrition.,15295,39879,7519,55835,Facebook,India - South,35-44,Order Now,False
AD_100988,Man Matters,The Man Company,2025-09-01,Feel confident every day.,1218,5825,60450,112098,Instagram,India - East,18-24,Shop Now,True
AD_100989,Little Joys,Slurrp Farm,2025-10-10,Give your baby the best nutrition.,9649,28964,83276,181233,Audience Network,India - North,35-44,Shop Now,False
AD_100990,Man Matters,Traya,2025-10-06,Boost immunity with natural ingredients.,13241,28920,74492,157387,Instagram,India - East,25-34,Order Now,False
AD_100991,Little Joys,Slurrp Farm,2025-09-28,Transform your hair naturally.,2981,9651,17197,107322,Messenger,India - East,35-44,Order Now,True
AD_100992,Man Matters,Beardo,2025-12-29,Feel confident every day.,1933,6100,19172,38456,Messenger,India - South,18-24,Shop Now,False
AD_100993,Bebodywise,Setu Nutrition,2026-01-17,Doctor recommended wellness formula.,10269,36397,26640,39432,Messenger,India - South,25-34,Shop Now,True
AD_100994,Bebodywise,Plix,2026-01-08,Special festive discount live now.,19133,41689,76382,108048,Instagram,India - North,45-54,Order Now,False
AD_100995,Bebodywise,Setu Nutrition,2026-02-01,Transform your hair naturally.,11525,38070,35118,83362,Audience Network,India - North,35-44,Sign Up,False
AD_100996,Little Joys,Slurrp Farm,2025-09-25,Feel confident every day.,8416,35403,37049,164297,Messenger,India - South,35-44,Shop Now,False
AD_100997,Little Joys,Supples,2025-12-13,Special festive discount live now.,16624,37090,93090,224668,Audience Network,India - East,18-24,Order Now,False
AD_100998,Bebodywise,Nua Woman,2026-01-15,Boost immunity with natural ingredients.,16479,40615,74484,200180,Instagram,India - South,45-54,Learn More,False
AD_100999,Little Joys,Supples,2025-09-08,Give your baby the best nutrition.,9324,18445,15661,27549,Messenger,India - West,45-54,Shop Now,False
